cell_id	assay_type	description	assay_category	assay_organism	organism	target_type	pref_name	assay_id	chembl_id	molregno	molecule_type	standard_value	published_value	standard_units	standard_type	published_relation	published_value	published_units	doc_id	journal	year	volume	issue	first_page	last_page	pubmed_id	full_mwt	hba	hbd	psa	rtb	acd_logp	acd_logd	canonical_smiles	cell_source_organism	cell_name	clo_id	efo_id	cellosaurus_id
408	F	In vitro inhibitory concentration of compound against proliferation of DU145 prostate carcinoma cells	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52956	CHEMBL32894	48202	Small molecule	50000.000000000000000000000000000000	50.000000000000000000000000000000	nM	IC50	=	50.000000000000000000000000000000	uM	6526	Bioorg. Med. Chem. Lett.	2004	14	6	1455	1459	15006381	361.18	3	1	64.36	4	3.81	3.81	Clc1ccc2oc(nc2c1)c3cc(NC(=O)OCC#C)ccc3Cl	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro antitumor activity against human solid tumor prostrate cell line DU-145	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55029	CHEMBL36659	52080	Small molecule	950.000000000000000000000000000000	0.950000000000000000000000000000	nM	IC50	=	0.950000000000000000000000000000	uM	3368	Bioorg. Med. Chem. Lett.	1999	9	2	145	150	10021917	519.46	9	8	197.49	2	1.58	1.55	OCC1OC(C(O)C(O)C1O)n2c3cccc(O)c3c4c5C(=O)NC(=O)c5c6c([nH]c7cccc(O)c67)c24	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro antitumor activity against human solid tumor prostrate cell line DU-145	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55029	CHEMBL21108	24717	Small molecule	2300.000000000000000000000000000000	2.300000000000000000000000000000	nM	IC50	=	2.300000000000000000000000000000	uM	3368	Bioorg. Med. Chem. Lett.	1999	9	2	145	150	10021917	519.46	9	8	197.49	2	2.34	2.33	OCC1OC(C(O)C(O)C1O)n2c3c(O)cccc3c4c5C(=O)NC(=O)c5c6c7cccc(O)c7[nH]c6c24	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro antitumor activity against human solid tumor prostrate cell line DU-145	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55029	CHEMBL38194	52438	Small molecule	67.000000000000000000000000000000	0.067000000000000000000000000000	nM	IC50	=	0.067000000000000000000000000000	uM	3368	Bioorg. Med. Chem. Lett.	1999	9	2	145	150	10021917	519.46	9	8	197.49	2	1.58	1.57	OCC1OC(C(O)C(O)C1O)n2c3ccc(O)cc3c4c5C(=O)NC(=O)c5c6c7cc(O)ccc7[nH]c6c24	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro inhibitory concentration of compound against proliferation of DU145 prostate carcinoma cells	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52956	CHEMBL34749	49331	Small molecule	40000.000000000000000000000000000000	40.000000000000000000000000000000	nM	IC50	=	40.000000000000000000000000000000	uM	6526	Bioorg. Med. Chem. Lett.	2004	14	6	1455	1459	15006381	314.77	2	1	55.13	3	3.40	3.40	CCC(=O)Nc1ccc(Cl)c(c1)c2oc3ccc(C)cc3n2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro inhibitory concentration of compound against proliferation of DU145 prostate carcinoma cells	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52956	CHEMBL35165	48744	Small molecule	50000.000000000000000000000000000000	50.000000000000000000000000000000	nM	IC50	=	50.000000000000000000000000000000	uM	6526	Bioorg. Med. Chem. Lett.	2004	14	6	1455	1459	15006381	326.73	3	1	64.36	4	3.12	3.12	Clc1ccc(NC(=O)OCC#C)cc1c2oc3ccccc3n2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro inhibitory concentration of compound against proliferation of DU145 prostate carcinoma cells	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52956	CHEMBL35388	48426	Small molecule	20000.000000000000000000000000000000	20.000000000000000000000000000000	nM	IC50	=	20.000000000000000000000000000000	uM	6526	Bioorg. Med. Chem. Lett.	2004	14	6	1455	1459	15006381	410.80	3	1	79.45	5	4.61	4.61	FC(F)(F)c1ccc2sc(nc2c1)c3cc(NC(=O)OCC#C)ccc3Cl	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Antitumor activity against human prostrate carcinoma DU145 cells	NULL	Homo sapiens	Homo sapiens	CELL-LINE	DOXORUBICIN	55054	CHEMBL53463	78759	Small molecule	30.000000000000000000000000000000	0.030000000000000000000000000000	nM	IC50	=	0.030000000000000000000000000000	uM	16747	J. Med. Chem.	2002	45	24	5205	5216	12431048	543.52	12	6	206.07	5	0.24	-1.47	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Antitumor activity against human prostrate carcinoma DU145 cells	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55054	CHEMBL348434	248053	Small molecule	610.000000000000000000000000000000	0.610000000000000000000000000000	nM	IC50	=	0.610000000000000000000000000000	uM	16747	J. Med. Chem.	2002	45	24	5205	5216	12431048	264.30	4	0	67.62	0	1.15	1.15	O=C1C=C2Sc3ccccc3N=C2c4cccnc14	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL335387	224357	Small molecule	140.000000000000000000000000000000	140.000000000000000000000000000000	nM	IC50	=	140.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	96.10	2	1.00	-1.51	N[C@H]1CCN(C1)c2c(F)cc3C(=O)C(=CN4c3c2Oc5ccc6ccccc6c45)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Antitumor activity against human prostrate carcinoma DU145 cells	NULL	Homo sapiens	Homo sapiens	CELL-LINE	DACTINOMYCIN	55054	CHEMBL1554	442943	Protein	8.000000000000000000000000000000	0.008000000000000000000000000000	nM	IC50	=	0.008000000000000000000000000000	uM	16747	J. Med. Chem.	2002	45	24	5205	5216	12431048	1255.42	NULL	NULL	NULL	NULL	NULL	NULL	CC(C)[C@H]1NC(=O)[C@@H](NC(=O)C2=C(N)C(=O)C(=C3Oc4c(C)ccc(C(=O)N[C@H]5[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]6CCCN6C(=O)[C@H](NC5=O)C(C)C)c4N=C23)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]7CCCN7C1=O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL135778	224857	Small molecule	30.000000000000000000000000000000	30.000000000000000000000000000000	nM	IC50	=	30.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	96.10	2	1.00	-1.51	N[C@@H]1CCN(C1)c2c(F)cc3C(=O)C(=CN4c5ccc6ccccc6c5Oc2c34)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vivo antiproliferative activity against DU-145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55032	CHEMBL312345	123387	Small molecule	303.700000000000000000000000000000	303.700000000000000000000000000000	nM	IC50	=	303.700000000000000000000000000000	nM	17824	J. Med. Chem.	2004	47	9	2365	2374	15084135	519.56	9	2	138.00	8	3.41	3.41	CCCCS(=O)(=O)N[C@H]1[C@H]2COC(=O)[C@@H]2[C@H](c3cc(OC)c(O)c(OC)c3)c4cc5OCOc5cc14	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL423534	224355	Small molecule	25.000000000000000000000000000000	25.000000000000000000000000000000	nM	IC50	=	25.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	96.10	2	1.00	-1.51	NC1CCN(C1)c2c(F)cc3C(=O)C(=CN4c5cc6ccccc6cc5Oc2c34)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL337205	224950	Small molecule	75.000000000000000000000000000000	75.000000000000000000000000000000	nM	IC50	=	75.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	82.11	2	0.68	-1.83	OC(=O)C1=CN2c3cc4ccccc4cc3Oc5c(N6CCNCC6)c(F)cc(C1=O)c25	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL335643	224859	Small molecule	200.000000000000000000000000000000	200.000000000000000000000000000000	nM	IC50	=	200.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	96.10	2	1.00	-1.51	NC1CCN(C1)c2c(F)cc3C(=O)C(=CN4c3c2Oc5ccc6ccccc6c45)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL137098	224953	Small molecule	48.000000000000000000000000000000	48.000000000000000000000000000000	nM	IC50	=	48.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	96.10	2	1.00	-1.51	N[C@@H]1CCN(C1)c2c(F)cc3C(=O)C(=CN4c5cc6ccccc6cc5Oc2c34)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Antitumor activity against human prostrate carcinoma DU145 cells	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55054	CHEMBL151423	248014	Small molecule	40.000000000000000000000000000000	0.040000000000000000000000000000	nM	IC50	=	0.040000000000000000000000000000	uM	16747	J. Med. Chem.	2002	45	24	5205	5216	12431048	248.24	4	0	51.55	0	1.54	1.54	O=C1C=C2Oc3ccccc3N=C2c4cccnc14	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL335700	224340	Small molecule	64.000000000000000000000000000000	64.000000000000000000000000000000	nM	IC50	=	64.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	96.10	2	1.00	-1.51	N[C@H]1CCN(C1)c2c(F)cc3C(=O)C(=CN4c5ccc6ccccc6c5Oc2c34)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL339379	224356	Small molecule	840.000000000000000000000000000000	840.000000000000000000000000000000	nM	IC50	=	840.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	82.11	2	0.68	-1.83	OC(=O)C1=CN2c3c(Oc4ccc5ccccc5c24)c(N6CCNCC6)c(F)cc3C1=O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL101299	164936	Small molecule	160.000000000000000000000000000000	160.000000000000000000000000000000	nM	IC50	=	160.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	381.36	7	2	96.10	2	-0.19	-2.67	N[C@H]1CCN(C1)c2c(F)cc3C(=O)C(=CN4c5ccccc5Oc2c34)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL137263	224951	Small molecule	140.000000000000000000000000000000	140.000000000000000000000000000000	nM	IC50	=	140.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	82.11	2	0.68	-1.83	OC(=O)C1=CN2c3ccc4ccccc4c3Oc5c(N6CCNCC6)c(F)cc(C1=O)c25	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL334497	224855	Small molecule	17.000000000000000000000000000000	17.000000000000000000000000000000	nM	IC50	=	17.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	96.10	2	1.00	-1.51	NC1CCN(C1)c2c(F)cc3C(=O)C(=CN4c5ccc6ccccc6c5Oc2c34)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL422988	224886	Small molecule	360.000000000000000000000000000000	360.000000000000000000000000000000	nM	IC50	=	360.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	96.10	2	1.00	-1.51	N[C@@H]1CCN(C1)c2c(F)cc3C(=O)C(=CN4c3c2Oc5ccc6ccccc6c45)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The compound was tested for the concentration to inhibit 50% of DU-145 prostate cells.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55034	CHEMBL337526	224358	Small molecule	30.000000000000000000000000000000	30.000000000000000000000000000000	nM	IC50	=	30.000000000000000000000000000000	nM	14671	J. Med. Chem.	1998	41	22	4273	4278	9784102	431.42	7	2	96.10	2	1.00	-1.51	N[C@H]1CCN(C1)c2c(F)cc3C(=O)C(=CN4c5cc6ccccc6cc5Oc2c34)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vivo antiproliferative activity against DU-145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	ETOPOSIDE	55032	CHEMBL44657	68607	Small molecule	2373.300000000000000000000000000000	2373.300000000000000000000000000000	nM	IC50	=	2373.300000000000000000000000000000	nM	17824	J. Med. Chem.	2004	47	9	2365	2374	15084135	588.56	13	3	160.82	5	0.28	0.27	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro cytotoxicity against human Prostate carcinoma (DU145) tumor cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52953	CHEMBL302389	98155	Small molecule	479.200000000000000000000000000000	479.200000000000000000000000000000	nM	IC50	=	479.200000000000000000000000000000	nM	6798	Bioorg. Med. Chem. Lett.	2004	14	9	2041	2046	15080975	446.41	9	0	129.35	9	3.01	3.01	COc1cc(cc(OC)c1OC)N2C(C(OC(=O)C)C2=O)c3ccc(OC)c(c3)[N+](=O)[O-]	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro cytotoxicity against human Prostate carcinoma (DU145) tumor cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52953	CHEMBL65633	98767	Small molecule	3159.000000000000000000000000000000	3159.000000000000000000000000000000	nM	IC50	=	3159.000000000000000000000000000000	nM	6798	Bioorg. Med. Chem. Lett.	2004	14	9	2041	2046	15080975	373.36	7	1	86.69	5	2.78	2.78	COc1cc(cc(OC)c1OC)N2C(C(O)C2=O)c3ccc4OCOc4c3	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro cytotoxicity against human Prostate carcinoma (DU145) tumor cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52953	CHEMBL293834	98323	Small molecule	91.870000000000000000000000000000	91.870000000000000000000000000000	nM	IC50	=	91.870000000000000000000000000000	nM	6798	Bioorg. Med. Chem. Lett.	2004	14	9	2041	2046	15080975	404.37	8	1	123.28	7	2.23	2.23	COc1ccc(cc1[N+](=O)[O-])C2C(O)C(=O)N2c3cc(OC)c(OC)c(OC)c3	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro cytotoxicity against human Prostate carcinoma (DU145) tumor cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52953	CHEMBL416673	98280	Small molecule	379.700000000000000000000000000000	379.700000000000000000000000000000	nM	IC50	=	379.700000000000000000000000000000	nM	6798	Bioorg. Med. Chem. Lett.	2004	14	9	2041	2046	15080975	374.39	7	2	103.48	6	1.43	1.43	COc1ccc(cc1N)C2C(O)C(=O)N2c3cc(OC)c(OC)c(OC)c3	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro cytotoxicity against human Prostate carcinoma (DU145) tumor cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52953	CHEMBL61102	98027	Small molecule	430.200000000000000000000000000000	430.200000000000000000000000000000	nM	IC50	=	430.200000000000000000000000000000	nM	6798	Bioorg. Med. Chem. Lett.	2004	14	9	2041	2046	15080975	416.42	8	1	109.55	8	2.21	2.21	COc1ccc(cc1N)C2C(OC(=O)C)C(=O)N2c3cc(OC)c(OC)c(OC)c3	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration against prostate DU145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	158486	CHEMBL148968	246351	Small molecule	2500.000000000000000000000000000000	2.500000000000000000000000000000	nM	IC50	=	2.500000000000000000000000000000	uM	17404	J. Med. Chem.	2003	46	5	820	830	12593661	453.51	6	3	128.13	8	2.73	2.69	COc1ccc(NS(=O)(=O)c2ccc(\\C=C\\C(=O)Nc3ccccc3N)cc2)cc1OC	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration against prostate DU145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	158486	CHEMBL353629	280701	Small molecule	3000.000000000000000000000000000000	3.000000000000000000000000000000	nM	IC50	=	3.000000000000000000000000000000	uM	17404	J. Med. Chem.	2003	46	5	820	830	12593661	449.57	4	3	109.67	7	4.92	4.86	CC(C)(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(\\C=C\\C(=O)Nc3ccccc3N)cc2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration against prostate DU145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	158486	CHEMBL98669	157643	Small molecule	750.000000000000000000000000000000	0.750000000000000000000000000000	nM	IC50	=	0.750000000000000000000000000000	uM	17404	J. Med. Chem.	2003	46	5	820	830	12593661	378.40	6	3	122.34	7	1.18	1.06	COc1ccc(cc1OC)S(=O)(=O)Nc2ccc(\\C=C\\C(=O)NO)cc2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration against prostate DU145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	158486	CHEMBL148313	245678	Small molecule	2000.000000000000000000000000000000	2.000000000000000000000000000000	nM	IC50	=	2.000000000000000000000000000000	uM	17404	J. Med. Chem.	2003	46	5	820	830	12593661	407.49	4	3	109.67	6	3.10	3.05	Cc1ccc(cc1)S(=O)(=O)Nc2ccc(\\C=C\\C(=O)Nc3ccccc3N)cc2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration against prostate DU145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	158486	CHEMBL346414	246384	Small molecule	7000.000000000000000000000000000000	7.000000000000000000000000000000	nM	IC50	=	7.000000000000000000000000000000	uM	17404	J. Med. Chem.	2003	46	5	820	830	12593661	407.49	4	3	109.67	6	2.63	2.61	Cc1ccc(NS(=O)(=O)c2ccc(\\C=C\\C(=O)Nc3ccccc3N)cc2)cc1	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
